1,2959,3617
2,1376,3325
3,1894,2067
4,2647,3104
5,1536,1332
6,1449,3900
7,2783,761
8,1919,2557
9,646,1992
10,1174,3435
11,2081,828
12,3608,558
13,1183,261
14,2145,1335
15,822,3610
16,3223,2870
17,1957,3326
18,2157,3650
19,475,2596
20,907,2363
21,3267,1998
22,3607,2779
23,3112,670
24,3776,2334
25,2520,228
26,3507,1316
27,3108,361
28,541,2780
29,1568,1484
30,3327,1043
31,3477,1474
32,285,3566
33,3661,787
34,3007,3857
35,882,725
36,549,2152
37,3684,1442
38,477,486
39,1903,3272
40,3679,528
41,1428,3120
42,3066,1340
43,2478,3669
44,16,2404
45,448,1771
46,3431,3841
47,126,2424
48,1851,233
49,3198,62
50,2274,3090
51,2929,3348
52,1246,1605
53,2936,1174
54,1874,2574
55,67,3468
56,1155,3878
57,1162,882
58,1460,2543
59,384,3488
60,1544,3305
61,1107,3240
62,3021,1566
63,159,3299
64,2895,2205
65,800,3146
66,2027,1308
67,3402,1759
68,2238,1519
69,495,2793
70,3375,2839
71,3757,1893
72,81,2869
73,1775,3428
74,3575,1037
75,3905,1076
76,3045,2407
77,2278,1668
78,1663,1312
79,3943,2915
80,2753,1458
81,1502,3580
82,1848,390
83,1079,284
84,3765,2211
85,2036,2235
86,3296,3965
87,2857,433
88,2951,1471
89,3413,1564
90,795,1622
91,2496,2955
92,2523,3172
93,2434,1248
94,2858,1177
95,1159,1978
96,236,3030
97,158,3612
98,732,2365
99,436,2352
100,1184,646
101,3339,2375
102,742,1275
103,2299,1107
104,1845,497
105,582,1673
106,2519,301
107,2254,227
108,100,813
109,2829,3627
110,1896,3800
111,2148,1998
112,2957,1424
113,1848,3958
114,2756,3404
115,3335,2121
116,1048,3142
117,3914,2181
118,3503,3134
119,2963,1063
120,1455,2751
121,3991,1515
122,3379,3910
123,1713,3188
124,377,1849
125,3433,3973
126,3231,2619
127,2725,2841
128,2354,3453
129,3836,795
130,2597,744
131,3632,177
132,1340,198
133,2852,1079
134,906,1112
135,3198,1897
136,2556,3588
137,9,2902
138,2686,1305
139,1597,197
140,2823,2193
141,2200,925
142,3162,3478
143,394,588
144,3299,3169
145,1639,3639
146,3398,77
147,3280,2423
148,1315,2208
149,2502,1841
150,1313,3806
151,3919,102
152,2704,602
153,3316,829
154,964,3542
155,195,2814
156,29,3706
157,2231,1494
158,2606,204
159,1351,2043
160,3054,79
161,3302,1793
162,903,2854
163,2033,1179
164,940,1388
165,3992,3401
166,1792,443
167,2134,449
168,3045,3318
169,1045,1228
170,3019,1086
171,2539,1926
172,2700,3814
173,1769,2687
174,3533,2150
175,3065,2288
176,3720,436
177,1622,277
178,1020,1891
179,852,2057
180,299,874
181,92,1673
182,953,1886
183,3294,2349
184,919,3598
185,1125,3345
186,2779,2239
187,3467,612
188,1864,1342
189,1253,3256
190,570,1926
191,2963,3337
192,1960,79
193,3506,1670
194,3243,945
195,3233,2744
196,2194,89
197,3951,3346
198,2799,216
199,1714,434
200,2800,3662
201,3463,1298
202,1318,2300
203,3234,2207
204,2762,520
205,3667,2918
206,336,3195
207,1986,624
208,2500,2143
209,620,2762
210,189,2096
211,3483,3471
212,285,3210
213,955,2893
214,56,3776
215,987,3631
216,2452,2433
217,3002,1259
218,3502,1274
219,517,3456
220,3110,2686
221,1391,3775
222,280,3431
223,3778,1696
224,1235,403
225,2410,2614
226,3423,3796
227,256,3770
228,1248,1321
229,3400,3217
230,1391,2360
231,1017,3473
232,2776,3487
233,1415,1245
234,885,583
235,2128,1530
236,2371,1016
237,2029,3538
238,3114,2343
239,1035,512
240,3361,857
241,1757,601
242,975,2663
243,3528,182
244,3884,1922
245,2600,1011
246,3525,718
247,1425,300
248,1400,3358
249,692,477
250,1149,1299
251,2384,3360
252,1293,3183
253,2868,3699
254,220,1256
255,3964,3473
256,1369,428
257,3543,3378
258,3119,3210
259,3327,2462
260,1591,2376
261,3732,3771
262,1738,3727
263,2591,488
264,913,1142
265,2982,1478
266,298,1844
267,2150,2116
268,1818,1628
269,838,3765
270,1015,2495
271,989,1983
272,862,3284
273,3831,70
274,1976,2589
275,1047,436
276,1604,1156
277,2806,2955
278,3279,2742
279,153,3077
280,1860,3592
281,3452,3291
282,431,3991
283,121,1705
284,1992,2244
285,2783,2044
286,689,2258
287,2584,1374
288,1776,2938
289,3308,1845
290,1701,2504
291,3332,2053
292,2181,3994
293,3760,3630
294,3170,1555
295,1655,2746
296,1633,3106
297,524,3925
298,2885,2485
299,750,2988
300,616,3213
301,780,1669
302,2686,434
303,648,880
304,945,2003
305,339,2617
306,2346,1546
307,1821,924
308,2479,1532
309,2917,3810
310,3492,156
311,122,2343
312,925,132
313,3460,1109
314,2147,1604
315,2258,2915
316,2346,1892
317,2078,2456
318,3951,833
319,1313,538
320,3029,178
321,3685,743
322,2720,2765
323,395,2769
324,1402,723
325,1681,126
326,630,2843
327,2698,2917
328,2852,3086
329,495,1286
330,2386,1749
331,497,456
332,3554,1837
333,1393,309
334,3755,2867
335,38,1126
336,2610,195
337,3988,2595
338,753,2614
339,2908,2782
340,3320,1570
341,3294,2720
342,3133,3764
343,1403,1371
344,1965,1167
345,800,191
346,1291,3053
347,2511,3626
348,1236,2651
349,3078,1573
350,947,3485
351,979,704
352,3988,882
353,1760,2459
354,887,3152
355,3085,786
356,2863,796
357,2450,1162
358,1072,3004
359,1786,346
360,700,2898
361,2645,694
362,1499,2223
363,290,1297
364,780,2985
365,2676,2405
366,1147,452
367,3824,1481
368,195,491
369,1539,1861
370,392,453
371,2884,3450
372,1985,3973
373,1986,3296
374,1267,2788
375,717,2436
376,2550,1001
377,2613,2496
378,3629,1372
379,3427,2734
380,2920,1036
381,2792,2210
382,639,2058
383,3951,3812
384,1426,1664
385,128,2389
386,888,3898
387,3989,1240
388,1896,3288
389,3471,1334
390,2185,46
391,2612,2884
392,59,2080
393,1940,1458
394,1508,3307
395,1978,3979
396,3535,3999
397,1405,1057
398,3765,3459
399,3745,162
400,2014,2002
401,3468,2901
402,1666,1116
403,2492,2299
404,2325,2776
405,1239,3996
406,2490,1287
407,2296,1522
408,3334,529
409,3750,9
410,2908,540
411,3801,252
412,980,3341
413,2308,2736
414,1396,936
415,3706,3387
416,564,423
417,2058,2201
418,3760,3996
419,3352,1247
420,3346,356
421,2368,1507
422,3119,3484
423,1269,3085
424,1657,2795
425,339,1304
426,3006,1906
427,1203,3750
428,3766,816
429,1894,3725
430,3748,2743
431,969,3953
432,3850,2268
433,2440,1215
434,822,2343
435,1821,3648
436,3673,1706
437,709,1448
438,3969,67
439,1329,1093
440,2372,2487
441,2896,1273
442,1963,1048
443,2986,1455
444,486,2608
445,8,3548
446,785,3985
447,2154,3571
448,124,1551
449,2951,3875
450,854,2638
451,569,3248
452,2887,710
453,1999,2879
454,3368,3321
455,1457,2919
456,251,513
457,1656,1725
458,3925,2341
459,1743,682
460,1780,3460
461,447,1515
462,1949,1732
463,2101,2242
464,498,386
465,2165,725
466,2676,2300
467,3402,1958
468,1152,3997
469,1768,3980
470,2258,2158
471,2463,1079
472,3919,3303
473,93,159
474,152,3943
475,189,1039
476,3304,2003
477,974,1003
478,2201,2873
479,3805,3653
480,866,1291
481,3835,2109
482,2686,2122
483,2767,1297
484,3991,1504
485,560,2669
486,454,1985
487,3221,1131
488,1747,3631
489,741,3172
490,3130,565
491,2493,3838
492,848,3359
493,1267,3288
494,1338,2600
495,329,529
496,2014,2987
497,3466,3290
498,2759,2204
499,3410,1461
500,107,1094
501,257,2682
502,2801,3517
503,1535,1765
504,448,2644
505,2353,2365
506,2850,1767
507,1530,3135
508,2025,1688
509,107,3383
510,2745,1602
511,2120,1853
512,3607,3171
513,2931,159
514,2616,1663
515,2944,2258
516,29,696
517,458,240
518,52,2826
519,1955,62
520,2411,385
521,98,3324
522,449,623
523,3946,1915
524,2650,0
525,1609,3803
526,1471,3580
527,1356,390
528,611,2207
529,2502,902
530,3492,1843
531,268,631
532,1462,874
533,3382,2923
534,2486,1587
535,63,3180
536,2713,2109
537,1488,2073
538,1758,1992
539,100,2172
540,3907,764
541,1064,2397
542,534,1870
543,3681,2728
544,2390,1921
545,3626,755
546,2442,2759
547,1428,1546
548,3570,3190
549,1202,8
550,144,993
551,1996,68
552,2887,1763
553,3610,1184
554,2394,1038
555,3384,1320
556,1858,2958
557,1635,82
558,806,1388
559,2410,252
560,420,2147
561,2772,3659
562,2264,2743
563,838,2886
564,2744,382
565,1714,2497
566,2743,2650
567,430,1309
568,1165,1975
569,1493,3267
570,270,952
571,2258,302
572,907,1716
573,2760,2705
574,653,2464
575,2993,3279
576,691,1515
577,2287,3997
578,2516,3416
579,1781,3235
580,3235,2312
581,674,3903
582,2609,2920
583,591,1620
584,395,1535
585,3524,502
586,394,2483
587,3286,967
588,3975,1424
589,2410,1434
590,2421,2626
591,733,2950
592,100,3426
593,1718,2612
594,52,829
595,3989,1789
596,2302,1600
597,988,1898
598,2062,381
599,3098,2501
600,1658,522
601,121,2580
602,3777,26
603,2320,2750
604,1165,3976
605,2244,2058
606,3335,1210
607,1205,1306
608,373,495
609,3887,1940
610,3970,2272
611,3980,20
612,1721,1054
613,3303,101
614,664,1465
615,2782,2592
616,1949,2506
617,2722,2536
618,1214,761
619,1551,2098
620,1691,65
621,727,681
622,1264,1256
623,3377,3655
624,2463,729
625,3522,1774
626,697,1938
627,3345,3373
628,2174,3425
629,102,3744
630,3030,1103
631,3092,1766
632,3012,3312
633,2147,2356
634,1517,201
635,500,3852
636,452,1886
637,1370,2691
638,524,924
639,3635,1231
640,2838,1513
641,2197,3013
642,471,3303
643,1902,3543
644,3353,3360
645,2334,2713
646,1241,501
647,3846,3011
648,1976,2382
649,2459,3294
650,2536,3613
651,1638,2510
652,3749,1126
653,2504,1848
654,1124,1358
655,3157,278
656,205,1536
657,3774,343
658,2012,160
659,3378,1101
660,3468,1992
661,335,3767
662,3505,1478
663,801,809
664,482,657
665,943,207
666,3101,1090
667,1652,1881
668,2050,1949
669,2105,2926
670,3797,1465
671,10,1631
672,2596,2031
673,2264,1275
674,1873,3558
675,1039,1546
676,1583,1091
677,2455,2965
678,634,1844
679,1246,2507
680,2805,1509
681,747,3606
682,2219,3240
683,3792,3073
684,3304,3431
685,1564,2698
686,534,1022
687,3364,456
688,2422,421
689,2836,3715
690,2319,15
691,2145,2722
692,2927,1703
693,680,3938
694,1642,1578
695,2217,2324
696,3826,2445
697,2625,3026
698,2940,666
699,1478,41
700,3781,3323
701,1191,3166
702,3127,3305
703,1079,484
704,104,3616
705,1689,3061
706,689,3242
707,3768,2066
708,3441,3920
709,889,584
710,462,3724
711,3706,1122
712,112,356
713,3451,2392
714,2729,2588
715,2426,71
716,1221,3580
717,3633,3068
718,2267,467
719,1415,11
720,3678,2055
721,2337,1654
722,570,1749
723,2950,1199
724,1309,3518
725,3145,633
726,814,2754
727,2256,3454
728,1303,3996
729,983,3714
730,923,1567
731,3898,1087
732,3270,2063
733,2567,1753
734,554,3689
735,3971,3425
736,3928,952
737,3833,105
738,1078,3330
739,3687,334
740,1088,3655
741,129,855
742,2317,3247
743,2597,3673
744,1265,2145
745,710,1128
746,2281,2312
747,1765,1036
748,1898,3384
749,2909,244
750,967,1055
751,74,1680
752,697,2305
753,1259,3448
754,439,1093
755,1665,460
756,325,2087
757,827,1591
758,3308,3986
759,482,3589
760,1806,1338
761,1128,1817
762,3270,112
763,2743,939
764,3495,473
765,2852,10
766,2404,3470
767,181,3906
768,3283,1172
769,2341,2835
770,3592,3279
771,3695,1303
772,3541,256
773,2409,987
774,434,761
775,1781,2934
776,3,3797
777,377,955
778,3393,1992
779,3359,1276
780,3499,955
781,460,1736
782,2516,907
783,2600,2959
784,2658,1557
785,3729,3408
786,2997,2753
787,1531,2278
788,3622,933
789,1566,545
790,2005,3765
791,2008,2112
792,1225,1806
793,2825,927
794,1117,3313
795,3772,1146
796,1911,625
797,2642,2455
798,845,3493
799,1239,1964
800,3411,519
801,3599,1636
802,1297,928
803,835,3473
804,1977,3672
805,1834,1264
806,1028,1214
807,3648,492
808,2778,668
809,230,1114
810,507,1998
811,3296,1212
812,1517,3420
813,2216,1443
814,257,3009
815,2161,1094
816,3231,3875
817,1141,2556
818,27,3477
819,3231,2851
820,3118,3681
821,3265,3358
822,3110,3251
823,3602,2113
824,657,3232
825,2788,1479
826,2733,3232
827,804,1554
828,2742,3464
829,2242,453
830,277,547
831,99,526
832,3020,2452
833,2205,3483
834,1787,2826
835,2400,1903
836,819,58
837,2308,3696
838,483,372
839,2026,285
840,1031,996
841,2561,3480
842,1689,3435
843,973,1321
844,1265,510
845,2026,2272
846,1474,1793
847,3453,3961
848,1707,2240
849,3140,551
850,2877,3134
851,2577,1060
852,441,3500
853,2961,3858
854,2596,2445
855,1279,1261
856,1686,608
857,1472,2295
858,2272,2075
859,493,1785
860,3136,11
861,1331,3001
862,563,1534
863,1276,3301
864,2785,1232
865,507,2596
866,2551,2784
867,1681,979
868,2321,2870
869,3753,1635
870,60,1849
871,3958,3046
872,3164,3607
873,1342,2703
874,3392,3912
875,1044,189
876,278,3511
877,323,544
878,275,23
879,3597,219
880,3603,3783
881,1409,1448
882,3843,3215
883,1440,98
884,3473,2507
885,14,423
886,2313,137
887,1945,2193
888,3399,3235
889,2522,2621
890,2113,835
891,626,3696
892,221,3785
893,1700,434
894,1463,1749
895,69,3907
896,3621,3260
897,2758,848
898,2195,967
899,3338,786
900,3901,1473
901,2235,471
902,2282,275
903,3530,3265
904,1385,295
905,2715,1914
906,1672,3213
907,979,210
908,1702,148
909,761,63
910,3431,3764
911,2361,2212
912,2174,1646
913,909,1969
914,3937,3316
915,2401,1563
916,1863,1684
917,1303,2426
918,3744,2518
919,2928,3534
920,2830,3871
921,3598,2810
922,524,2164
923,1388,2742
924,1313,3560
925,3008,608
926,1098,2227
927,2750,779
928,3279,3862
929,1802,2983
930,1086,2236
931,1066,2929
932,716,370
933,3039,180
934,1611,3652
935,643,3113
936,3697,1803
937,3018,3300
938,1388,3230
939,3909,3874
940,2735,558
941,1161,1677
942,979,3062
943,282,2772
944,3604,1150
945,636,2640
946,3803,689
947,3850,2015
948,454,3652
949,3425,1141
950,960,882
951,2616,3836
952,3830,852
953,2066,2727
954,3745,1343
955,1870,774
956,3558,3770
957,1754,1272
958,2436,2259
959,2352,1157
960,1494,2851
961,2166,3728
962,215,1015
963,2219,3200
964,1157,2645
965,1989,3263
966,2858,2341
967,3568,619
968,2722,2713
969,1817,3240
970,1899,3828
971,3693,1069
972,2767,1004
973,87,3317
974,2036,1842
975,3040,2559
976,472,1699
977,25,1757
978,2586,3700
979,371,19
980,1709,1158
981,3122,2364
982,2031,697
983,649,2171
984,1082,1867
985,3924,1111
986,2051,612
987,1833,798
988,3973,817
989,303,2613
990,1278,1632
991,1917,1049
992,2707,1491
993,3626,1799
994,1460,418
995,1242,3171
996,1398,1626
997,945,1810
998,38,903
999,1291,1282
1000,1626,2790
1001,1004,2705
1002,2677,3128
1003,1388,573
1004,3501,2084
1005,1892,1537
1006,1755,2866
1007,2037,473
1008,1489,17
1009,2685,2593
1010,3070,2871
1011,3281,3236
1012,2703,2936
1013,3507,2932
1014,515,2243
1015,3996,2501
1016,1002,2076
1017,957,537
1018,3603,3545
1019,2579,1682
1020,1158,453
1021,1806,3201
1022,2235,2111
1023,1542,2531
1024,2066,3519
1025,2895,351
1026,973,2167
1027,3385,2586
1028,2218,2493
1029,623,431
1030,1522,845
1031,623,3520
1032,1578,3607
1033,1082,1113
1034,1728,642
1035,424,367
1036,1073,376
1037,198,2412
1038,841,777
1039,2118,3374
1040,358,2574
1041,2680,1963
1042,2694,3520
1043,1303,3877
1044,3687,658
1045,2736,619
1046,3088,2668
1047,3483,563
1048,536,2723
1049,2319,253
1050,2093,1841
1051,2342,3195
1052,668,1901
1053,327,374
1054,2062,1357
1055,1439,617
1056,3428,3346
1057,1267,2018
1058,2618,3467
1059,81,3210
1060,2298,497
1061,1228,1529
1062,3444,2761
1063,3557,1119
1064,502,3712
1065,3699,3189
1066,1875,780
1067,637,1181
1068,97,3372
1069,3672,3880
1070,3546,2760
1071,2828,2106
1072,1811,599
1073,2355,618
1074,2371,181
1075,2733,2629
1076,88,1844
1077,2964,2614
1078,1301,840
1079,2167,315
1080,3737,2589
1081,45,1532
1082,1865,614
1083,5,3335
1084,846,820
1085,3560,3643
1086,1138,1045
1087,2048,2315
1088,3549,3486
1089,2801,1022
1090,261,3562
1091,3461,1689
1092,86,2005
1093,3785,3938
1094,3889,764
1095,1866,3979
1096,3607,1479
1097,3985,734
1098,2375,79
1099,1277,3294
1100,3556,956
1101,2443,2308
1102,112,1305
1103,3620,937
1104,2316,2250
1105,3284,2013
1106,1071,199
1107,3152,178
1108,3674,3129
1109,225,1886
1110,1856,1887
1111,1272,389
1112,2173,904
1113,2818,395
1114,3294,1352
1115,3098,1882
1116,3987,2904
1117,16,3999
1118,3924,3081
1119,2444,2323
1120,1890,3774
1121,359,1376
1122,1781,1449
1123,1103,414
1124,2945,232
1125,523,1433
1126,1130,3961
1127,252,531
1128,2202,1011
1129,3960,3976
1130,2671,545
1131,3331,3563
1132,999,3007
1133,2996,1583
1134,2215,1648
1135,2751,2086
1136,1485,2565
1137,3812,1628
1138,1365,1582
1139,3813,1124
1140,3192,2712
1141,1827,1601
1142,2167,1965
1143,546,1739
1144,2881,3712
1145,3928,3082
1146,3322,1594
1147,1122,1666
1148,419,1795
1149,3863,2123
1150,1373,2919
1151,2937,920
1152,3629,963
1153,542,1382
1154,98,2429
1155,451,568
1156,1164,224
1157,3172,1464
1158,2647,720
1159,1491,333
1160,1571,2330
1161,1585,1418
1162,1491,1304
1163,1868,2513
1164,3171,515
1165,3338,2748
1166,1036,1401
1167,2698,870
1168,397,2195
1169,3281,537
1170,109,284
1171,3510,2995
1172,194,1168
1173,391,1436
1174,3574,971
1175,2373,1204
1176,3889,1605
1177,1806,3204
1178,744,3907
1179,414,901
1180,2444,1570
1181,224,748
